2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency=866(MHz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phi,E Total. dB=-3.1415926536,-178,-176,-174,-172,-170,-168,-166,-164,-162,-160,-158,-156,-154,-152,-150,-148,-146,-144,-142,-140,-138,-136,-134,-132,-130,-128,-126,-124,-122,-120,-118,-116,-114,-112,-110,-108,-106,-104,-102,-100,-98,-96,-94,-92,-90,-88,-86,-84,-82,-80,-78,-76,-74,-72,-70,-68,-66,-64,-62,-60,-58,-56,-54,-52,-50,-48,-46,-44,-42,-40,-38,-36,-34,-32,-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180
136,-16.79826418,-19.52729803,-15.54206671,-11.81283315,-9.361873467,-7.739815238,-6.670576951,-5.995163696,-5.614798063,-5.454187964,-5.422393824,-5.403428425,-5.289543989,-5.045653257,-4.746087737,-4.534741827,-4.550981568,-4.892688722,-5.606012364,-6.674502765,-7.955030153,-9.117631934,-9.785307226,-9.978243292,-10.19538606,-10.99606528,-12.8889342,-16.50574171,-20.02302623,-15.40110716,-10.81610214,-7.83653516,-5.802103001,-4.284655705,-3.006838169,-1.820316459,-0.693530607,0.323131527,1.171753154,1.82556028,2.299767973,2.654546079,2.951430662,3.257746634,3.577563084,3.873026934,4.082999043,4.160113144,4.088824845,3.879357159,3.569709353,3.19309336,2.764686116,2.243703359,1.579050595,0.71321508,-0.402369634,-1.79127621,-3.427707605,-5.244332135,-7.16729977,-9.270604189,-11.94339731,-16.02883682,-21.08554719,-16.82963358,-12.0198543,-9.23159109,-7.724559344,-7.099986833,-7.083943601,-7.392098068,-7.678174105,-7.623241657,-7.135765877,-6.389412325,-5.639810689,-5.106660574,-4.939769044,-5.239602043,-6.049945953,-7.323866955,-8.855504452,-10.26510924,-11.28593779,-12.04320341,-12.65617608,-12.77286438,-12.13534465,-11.33976832,-11.16056002,-12.0804617,-14.36480267,-16.78802204,-14.68145527,-11.05510287,-8.598911672,-7.219139812,-6.616096548,-6.555673896,-6.841854261,-7.301102794,-7.73943686,-7.888338581,-7.52849287,-6.744049621,-5.899296275,-5.326067781,-5.216937596,-5.654077758,-6.669539582,-8.248038644,-10.28636167,-12.48629174,-14.39073012,-15.90576627,-17.57383548,-19.16795592,-17.19199563,-12.67780674,-8.815326884,-5.892768828,-3.698532785,-2.033070618,-0.743556173,0.293774633,1.157364509,1.897081117,2.505787409,2.9757933,3.286948097,3.452223271,3.501228979,3.481692539,3.454101414,3.442412096,3.437373061,3.410703692,3.296380563,3.061765717,2.692675888,2.208091895,1.63511064,0.998887521,0.310295433,-0.488094374,-1.478316228,-2.769011439,-4.485858667,-6.792073068,-9.935191932,-14.31583445,-19.77212921,-19.86460652,-16.29324724,-13.8747806,-12.19540968,-10.7179989,-9.213613678,-7.743964668,-6.461222674,-5.478681929,-4.846581283,-4.56653002,-4.604768207,-4.903174078,-5.366947768,-5.877459259,-6.298774203,-6.521985922,-6.514521559,-6.318515473,-6.046624425,-5.824526917,-5.772796499,-6.00640294,-6.629961853,-7.776614592,-9.631055011,-12.50884549,-16.79826418
138,-16.79835517,-19.43193023,-15.48114246,-11.79802298,-9.368138137,-7.760491104,-6.703321133,-6.035028743,-5.65852775,-5.495839401,-5.457714184,-5.43047462,-5.307820272,-5.058934013,-4.759026284,-4.548898434,-4.566021998,-4.903831058,-5.61213889,-6.669103782,-7.93699372,-9.085788604,-9.751643345,-9.95363606,-10.18984399,-11.00254933,-12.90788329,-16.52757866,-19.94003827,-15.3103179,-10.76200245,-7.794240499,-5.765020211,-4.253134695,-2.98387195,-1.805475778,-0.686849968,0.324479986,1.172254995,1.826677166,2.302094167,2.65494336,2.955410203,3.257945857,3.573400062,3.864865894,4.072471867,4.147717322,4.078378914,3.87466012,3.569791216,3.190681429,2.751338273,2.23310472,1.565517198,0.700822041,-0.414386524,-1.801771022,-3.443122146,-5.272642206,-7.220998292,-9.352556569,-12.03619735,-16.08593363,-20.90544558,-16.82932614,-12.10075214,-9.321092649,-7.803344702,-7.154175376,-7.107022317,-7.386397308,-7.654457099,-7.604649421,-7.138677428,-6.415937988,-5.684335443,-5.158328984,-4.989665934,-5.274833943,-6.054301855,-7.293501147,-8.797906371,-10.21761398,-11.27646472,-12.05854141,-12.6466472,-12.7269059,-12.09530266,-11.33077693,-11.16008696,-12.03873734,-14.20310613,-16.4878144,-14.65146906,-11.16649992,-8.723698645,-7.31940626,-6.684762627,-6.587049219,-6.834841333,-7.261199882,-7.673238662,-7.819441384,-7.481786192,-6.737228849,-5.921456331,-5.360099008,-5.245028726,-5.664601175,-6.65141476,-8.192937862,-10.20349503,-12.4113375,-14.39451929,-16.02002547,-17.73166555,-19.17350517,-17.01969911,-12.57030331,-8.76675274,-5.870854799,-3.688025399,-2.025007171,-0.734343014,0.302313233,1.163363971,1.897648003,2.500949231,2.967793237,3.281978974,3.45005576,3.503287588,3.487369678,3.456214844,3.446464666,3.436952977,3.401217643,3.285176872,3.052461691,2.684994109,2.198820794,1.623615802,0.991833822,0.293436485,-0.510680901,-1.505696917,-2.798303334,-4.517524867,-6.828905886,-9.980399726,-14.38535089,-19.87991675,-19.88030196,-16.28627504,-13.88412503,-12.22678168,-10.75712652,-9.252117211,-7.772641742,-6.476473656,-5.48330094,-4.843875448,-4.559435178,-4.596052153,-4.892494881,-5.354483002,-5.861708582,-6.275129312,-6.490000213,-6.470519033,-6.271087891,-5.998519209,-5.780984215,-5.736746701,-5.980045994,-6.615481884,-7.771652302,-9.635362287,-12.52276396,-16.79835517
140,-16.7980352,-19.32861431,-15.41873982,-11.77572557,-9.371328679,-7.780894516,-6.735950711,-6.074828782,-5.702278708,-5.537859391,-5.49298342,-5.4574794,-5.326137553,-5.072361162,-4.772826287,-4.563013166,-4.578883592,-4.915716753,-5.619199318,-6.666238876,-7.917355603,-9.053855048,-9.717332921,-9.931756003,-10.18424681,-11.01222238,-12.93051818,-16.54775663,-19.85585974,-15.22505798,-10.70778374,-7.751281829,-5.729257384,-4.221390388,-2.959489398,-1.790864627,-0.680692296,0.326665516,1.171986556,1.827759323,2.305257757,2.656216899,2.953387264,3.251829657,3.562753283,3.850494858,4.055429413,4.13456167,4.068690131,3.870282078,3.564732334,3.188688349,2.744899952,2.222262041,1.551569358,0.687739023,-0.426087659,-1.813750666,-3.459602407,-5.301713096,-7.274630211,-9.435336894,-12.13384433,-16.1362449,-20.72583074,-16.82506935,-12.18151089,-9.411691822,-7.880656932,-7.208726366,-7.130187901,-7.378914299,-7.632178109,-7.58610492,-7.141896291,-6.444024294,-5.731365704,-5.214113028,-5.039859025,-5.308547461,-6.060916036,-7.260876694,-8.737248593,-10.16234397,-11.2644109,-12.0739523,-12.64073886,-12.68069818,-12.05811333,-11.32544722,-11.15998046,-12.00070899,-14.04449374,-16.20286625,-14.61876367,-11.2751345,-8.849917033,-7.425815318,-6.756208229,-6.618489916,-6.827793395,-7.219125362,-7.607514642,-7.748986605,-7.436337433,-6.728569881,-5.943671528,-5.394636175,-5.275394501,-5.676081787,-6.632687089,-8.140153606,-10.11783346,-12.33594451,-14.39715039,-16.13392049,-17.89253886,-19.171526,-16.84369881,-12.46136509,-8.717949759,-5.849136327,-3.676017879,-2.016028908,-0.725622905,0.310113438,1.16931072,1.897713316,2.5019892,2.964610485,3.276662713,3.449057816,3.505951203,3.493445246,3.464824708,3.444078151,3.436070049,3.396265043,3.277564827,3.042664058,2.677707158,2.190438093,1.612693215,0.976616113,0.275513881,-0.53374161,-1.532862462,-2.829402559,-4.551438736,-6.865849256,-10.02716514,-14.45542295,-19.98746366,-19.89152009,-16.27806358,-13.89297168,-12.25479254,-10.79612938,-9.290587246,-7.801245672,-6.492203957,-5.489401945,-4.84143896,-4.552258601,-4.585370514,-4.881569176,-5.341932676,-5.844204356,-6.251595823,-6.456198243,-6.428485978,-6.223314216,-5.950516794,-5.738044203,-5.702518214,-5.954118788,-6.598805064,-7.767016226,-9.641808771,-12.53873813,-16.7980352
142,-16.79842557,-19.21844643,-15.35070406,-11.75273462,-9.371504962,-7.801070322,-6.766407734,-6.114567183,-5.746041657,-5.581224388,-5.529907508,-5.484450424,-5.346218796,-5.087636436,-4.786621037,-4.577646711,-4.594485562,-4.92753134,-5.622205403,-6.658902661,-7.897920431,-9.023011808,-9.682436353,-9.909634866,-10.17862094,-11.02515482,-12.95693313,-16.57251718,-19.7700011,-15.14014763,-10.65346001,-7.708490353,-5.691342226,-4.189417664,-2.935001062,-1.775158288,-0.673420883,0.327695453,1.172110822,1.828322081,2.308674138,2.664389,2.958508362,3.245839095,3.551843981,3.835303228,4.042520081,4.123916227,4.059388036,3.861941636,3.560373586,3.180638452,2.738589439,2.211196982,1.537222895,0.673967444,-0.438816551,-1.825595998,-3.474299181,-5.330848078,-7.330081067,-9.518962956,-12.2362689,-16.18995934,-20.54537425,-16.8165898,-12.26576513,-9.506062071,-7.963740014,-7.264540468,-7.154509289,-7.37273095,-7.606564832,-7.565729618,-7.143491512,-6.471056547,-5.777886561,-5.269645388,-5.092498386,-5.345681244,-6.069374555,-7.230282008,-8.676036875,-10.10484128,-11.24801234,-12.08501532,-12.63049446,-12.64035675,-12.02336687,-11.31881353,-11.1609267,-11.96207237,-13.8917972,-15.93351912,-14.57954048,-11.38676709,-8.979415445,-7.534307424,-6.828552901,-6.650495352,-6.820757554,-7.177102627,-7.539483979,-7.676093542,-7.389067615,-6.720877757,-5.96703463,-5.430571686,-5.307312642,-5.689922963,-6.614600874,-8.084971647,-10.03240718,-12.25607789,-14.39420969,-16.24709821,-18.05667608,-19.16284289,-16.67055781,-12.35443339,-8.667216366,-5.828757729,-3.664461317,-2.007666786,-0.716638459,0.318091155,1.175116719,1.897298981,2.495589858,2.954508731,3.271014031,3.444222553,3.509793482,3.500462582,3.473807587,3.447805382,3.434387726,3.390526025,3.269230846,3.031868081,2.665454884,2.182666277,1.609736835,0.961569619,0.257452285,-0.558235194,-1.562558753,-2.861150761,-4.586237575,-6.903970588,-10.07552166,-14.52625152,-20.09460221,-19.89631028,-16.26864265,-13.89665069,-12.27924938,-10.83644977,-9.332418373,-7.829988451,-6.507829882,-5.494624674,-4.839503841,-4.544553372,-4.575812321,-4.868807554,-5.329295472,-5.82858571,-6.226296506,-6.42249078,-6.384647073,-6.174256834,-5.90268919,-5.695235817,-5.668841501,-5.928598341,-6.586710643,-7.764464248,-9.653042382,-12.56015649,-16.79842557
144,-16.79844662,-19.10272635,-15.27285494,-11.72589626,-9.371373924,-7.816486694,-6.796727683,-6.154194734,-5.789846337,-5.624738933,-5.566801335,-5.51312516,-5.364615812,-5.103051805,-4.800416415,-4.592804283,-4.608581843,-4.93782925,-5.627147873,-6.652773168,-7.878357272,-8.990892847,-9.649639804,-9.890165833,-10.17591763,-11.0379411,-12.9829636,-16.59554436,-19.68309934,-15.05544802,-10.59904225,-7.665868049,-5.653557098,-4.157201742,-2.909072304,-1.758655217,-0.666310418,0.329610856,1.171991666,1.829430898,2.310984677,2.660884621,2.957668203,3.239999637,3.540584971,3.819302477,4.023080651,4.107746141,4.046343818,3.85394362,3.550695382,3.173166169,2.732429999,2.192721669,1.522272923,0.659853953,-0.451734734,-1.838929652,-3.491130281,-5.361429822,-7.385692858,-9.606256798,-12.33642189,-16.24200641,-20.36482485,-16.80368963,-12.34959575,-9.604255823,-8.045336906,-7.32161705,-7.178165753,-7.36302198,-7.579148574,-7.543501125,-7.145272855,-6.498758637,-5.826236348,-5.3261692,-5.147046694,-5.381828963,-6.075996956,-7.199556765,-8.611760538,-10.04488413,-11.22531618,-12.08958153,-12.62274988,-12.60220554,-11.9938834,-11.31167327,-11.15863491,-11.92330094,-13.74507822,-15.68135126,-14.54208897,-11.50134597,-9.111589487,-7.643252265,-6.903104285,-6.684505845,-6.813702452,-7.132940661,-7.46981795,-7.602630951,-7.339994157,-6.711287639,-5.988906126,-5.469399478,-5.340776746,-5.70232095,-6.597170149,-8.029734955,-9.944248795,-12.17182408,-14.38938112,-16.3646998,-18.22424651,-19.14747089,-16.49407792,-12.2426287,-8.616184424,-5.805959314,-3.654085054,-1.998368714,-0.708372957,0.326270276,1.180837141,1.896616222,2.488720044,2.948914222,3.265029234,3.445230065,3.508993138,3.508082934,3.476824659,3.451405896,3.432283831,3.383730642,3.259411592,3.021050534,2.659736975,2.175516363,1.59964469,0.955081769,0.237437802,-0.583927821,-1.592028829,-2.894728963,-4.620535657,-6.942215488,-10.12258638,-14.60217923,-20.20163487,-19.89693618,-16.25190286,-13.89980373,-12.30752647,-10.87807836,-9.372071767,-7.861917488,-6.52668288,-5.501329221,-4.837829901,-4.537816113,-4.566166869,-4.857430592,-5.316564846,-5.811186855,-6.203021804,-6.386982511,-6.340924881,-6.126673003,-5.854989578,-5.653032329,-5.635249675,-5.906622596,-6.574403921,-7.764039764,-9.663934053,-12.58025022,-16.79844662
146,-16.79799729,-18.9814861,-15.19466963,-11.69547533,-9.370982021,-7.834033274,-6.826913498,-6.193784609,-5.833519303,-5.66821624,-5.605400769,-5.541772791,-5.384794034,-5.118653136,-4.815061693,-4.607912213,-4.621842566,-4.949670798,-5.63198133,-6.646333031,-7.855736928,-8.958658543,-9.616256875,-9.870399918,-10.17303426,-11.05063217,-13.00858212,-16.62312346,-19.5954292,-14.96589054,-10.54454276,-7.622599859,-5.615355179,-4.123262265,-2.884308249,-1.742253999,-0.658984694,0.331638154,1.171820458,1.830051458,2.312989575,2.664585329,2.957378343,3.234330381,3.528999174,3.802511521,4.007822239,4.090446522,4.034083703,3.846905366,3.547570142,3.166044661,2.719607467,2.181349385,1.51452904,0.645523202,-0.465163087,-1.851367007,-3.509025684,-5.392063164,-7.445886019,-9.697340575,-12.44518706,-16.29677078,-20.18516378,-16.79224909,-12.4367838,-9.70355269,-8.130639365,-7.379058571,-7.200791424,-7.353238018,-7.549928962,-7.519798275,-7.145312045,-6.527957229,-5.874759583,-5.386314997,-5.204115318,-5.421950652,-6.084455881,-7.168704854,-8.546891061,-9.979653885,-11.19758046,-12.09350802,-12.61141154,-12.56446147,-11.96269393,-11.3059978,-11.16010602,-11.88413869,-13.60344926,-15.44134785,-14.49849369,-11.61192585,-9.245817985,-7.756298064,-6.977159367,-6.717128339,-6.804609259,-7.088843977,-7.400670197,-7.528850035,-7.289121941,-6.702496232,-6.013299041,-5.507186189,-5.375804022,-5.717067292,-6.580380418,-7.974431815,-9.856313227,-12.08690395,-14.37818498,-16.48106507,-18.39515172,-19.12416857,-16.32040634,-12.13625112,-8.566745417,-5.785849225,-3.643391472,-1.991214827,-0.699587585,0.333741729,1.186498281,1.895496752,2.48753503,2.94270063,3.259220669,3.442441041,3.51467832,3.510347904,3.480209356,3.454905799,3.429605692,3.370212525,3.248503297,3.009767153,2.649076072,2.162329336,1.582611186,0.940442707,0.217319776,-0.610299709,-1.622985799,-2.927783591,-4.656347901,-6.981663796,-10.1712703,-14.67418392,-20.30682262,-19.89116406,-16.23388926,-13.90221081,-12.32849532,-10.91659194,-9.413392209,-7.892481185,-6.545440859,-5.509517131,-4.836060003,-4.530531011,-4.55608274,-4.847422316,-5.302041757,-5.793870327,-6.176135244,-6.351673337,-6.295649132,-6.077851516,-5.807442582,-5.610535165,-5.601770752,-5.883320406,-6.564285371,-7.765779937,-9.679696639,-12.60241988,-16.79799729
148,-16.79777331,-18.85573078,-15.10746003,-11.66129856,-9.365112673,-7.849144603,-6.85499091,-6.23138352,-5.8789346,-5.71164985,-5.643932186,-5.570376029,-5.406758969,-5.134407072,-4.830848199,-4.623523406,-4.637134717,-4.959976117,-5.635234443,-6.639759601,-7.834778683,-8.923978556,-9.582165687,-9.850291434,-10.17303191,-11.06647851,-13.03376038,-16.64256127,-19.50759251,-14.88182302,-10.48997281,-7.579508018,-5.576737622,-4.089074225,-2.856773578,-1.725913398,-0.651107256,0.33380074,1.171930965,1.83019649,2.31470714,2.66893316,2.957655818,3.228858047,3.517111889,3.784945596,3.991716738,4.07610327,4.02261871,3.835353171,3.539386402,3.159419393,2.713805117,2.169898283,1.498856094,0.630528765,-0.478766202,-1.864398867,-3.525093844,-5.424964158,-7.505314005,-9.792324346,-12.5518761,-16.34999307,-20.00667773,-16.77604241,-12.52329428,-9.803877251,-8.21742322,-7.436878923,-7.224570364,-7.342946412,-7.520435943,-7.495482348,-7.144667685,-6.556850646,-5.92684634,-5.446237858,-5.260981775,-5.460044279,-6.091098233,-7.135641174,-8.481439911,-9.908866025,-11.16195588,-12.09102212,-12.60271373,-12.53012109,-11.93485435,-11.30149439,-11.15899781,-11.84909397,-13.46767014,-15.21731496,-14.45312336,-11.72472764,-9.383569735,-7.872691856,-7.055425327,-6.749271457,-6.795548834,-7.042679594,-7.329305084,-7.453643803,-7.238283384,-6.69182863,-6.03875067,-5.548801207,-5.411573726,-5.732728558,-6.562319637,-7.919159921,-9.768590155,-12.00121701,-14.36442064,-16.60119133,-18.57721679,-19.09390734,-16.14368471,-12.02493578,-8.515358248,-5.763263442,-3.633847542,-1.982020853,-0.690269778,0.341428538,1.192121075,1.9012613,2.479222549,2.935516605,3.253146859,3.440507601,3.515768378,3.519414489,3.490213973,3.458333982,3.426549349,3.361909824,3.236516151,2.99707047,2.633105565,2.149788373,1.573594977,0.91763616,0.196199126,-0.636876959,-1.654757716,-2.962680859,-4.69306278,-7.02124869,-10.22011895,-14.74693457,-20.41148169,-19.87955639,-16.20845587,-13.89926588,-12.35308131,-10.95780019,-9.454675602,-7.924510549,-6.564696967,-5.516824094,-4.837243475,-4.524650629,-4.547085471,-4.83556121,-5.289130978,-5.774806921,-6.151280676,-6.316514958,-6.251950807,-6.027392677,-5.760564778,-5.568688996,-5.568871606,-5.862228802,-6.553986905,-7.769661335,-9.695076694,-12.63025481,-16.79777331
150,-16.7979235,-18.72512826,-15.02038054,-11.62726241,-9.359067579,-7.86187384,-6.88290643,-6.270820833,-5.922491267,-5.755010362,-5.682409279,-5.600738464,-5.427078116,-5.152022629,-4.845910753,-4.639644866,-4.650896053,-4.970179607,-5.637905392,-6.630030285,-7.812228412,-8.891521322,-9.550137864,-9.829838086,-10.16981967,-11.08211833,-13.06262473,-16.66658464,-19.4189333,-14.79811968,-10.43545273,-7.535783788,-5.537702727,-4.054339173,-2.830368722,-1.708503215,-0.642643372,0.335723241,1.171379045,1.830410556,2.316739998,2.667977968,2.952057062,3.223605691,3.505048974,3.772533487,3.969355772,4.060676176,4.011963778,3.82966823,3.531756205,3.153317985,2.701375134,2.158226734,1.482630074,0.615215979,-0.492871373,-1.877420685,-3.543285744,-5.457064911,-7.565072557,-9.888408589,-12.66751544,-16.39907737,-19.82909262,-16.75522456,-12.61292734,-9.908055947,-8.304951451,-7.496888104,-7.247607077,-7.332554869,-7.489073747,-7.467817172,-7.141093235,-6.583644933,-5.97668174,-5.50950605,-5.318795803,-5.502168979,-6.099566678,-7.104592963,-8.41538746,-9.838370764,-11.12140417,-12.08415483,-12.59291233,-12.50169982,-11.91274156,-11.30070578,-11.16011524,-11.81084994,-13.33747532,-15.00385893,-14.40612378,-11.83609951,-9.522657574,-7.987978973,-7.132506295,-6.784467938,-6.78644258,-6.996608104,-7.256414901,-7.377032918,-7.18681827,-6.683369028,-6.064013758,-5.590817413,-5.448876193,-5.750763193,-6.546765529,-7.863800625,-9.681050333,-11.91108725,-14.34796509,-16.71990679,-18.75525212,-19.05615147,-15.96996746,-11.91546552,-8.463535976,-5.740557979,-3.622743546,-1.97495079,-0.682619511,0.34934088,1.197730618,1.899536788,2.47695369,2.927379169,3.247266616,3.43982674,3.51783246,3.523181895,3.4943386,3.455501932,3.42297037,3.358325379,3.223461088,2.984388471,2.624085215,2.144879204,1.564856422,0.903456934,0.175012205,-0.664857491,-1.688022317,-2.998240964,-4.729913007,-7.06206217,-10.26915851,-14.82015325,-20.51363971,-19.86183123,-16.18175338,-13.89555293,-12.37397876,-10.99579566,-9.497168202,-7.956696749,-6.585538523,-5.526410151,-4.836214406,-4.518681293,-4.53645134,-4.823480951,-5.274422645,-5.757621241,-6.126603563,-6.279658221,-6.206928209,-5.978880208,-5.712111187,-5.529180962,-5.537775923,-5.842947915,-6.545921931,-7.775735698,-9.712806356,-12.65665616,-16.7979235
152,-16.79844717,-18.59197055,-14.92969147,-11.58666549,-9.350369557,-7.874500367,-6.910778158,-6.308233791,-5.965999701,-5.800087505,-5.720822311,-5.629306912,-5.449202079,-5.168116268,-4.862541439,-4.65569919,-4.665232221,-4.979638412,-5.640455956,-6.622998558,-7.789546585,-8.857773753,-9.517472179,-9.811911073,-10.17242894,-11.10084179,-13.0951913,-16.69507011,-19.32975552,-14.71488654,-10.38088361,-7.492242767,-5.498789429,-4.019628721,-2.802466113,-1.689984377,-0.634242811,0.337841993,1.171331272,1.830729512,2.318522888,2.674248655,2.953540805,3.21859819,3.49273888,3.753703756,3.950967873,4.044175858,3.997247866,3.81950769,3.524925474,3.147766498,2.689178067,2.146524415,1.466071147,0.598920725,-0.507473186,-1.891010841,-3.56054425,-5.489187523,-7.626765915,-9.985616859,-12.78102522,-16.44866439,-19.65246395,-16.72958781,-12.69761642,-10.01316365,-8.39632403,-7.556361473,-7.270691974,-7.318574573,-7.455844418,-7.438133584,-7.137425903,-6.611835974,-6.03008829,-5.572587386,-5.379197355,-5.542780486,-6.109880169,-7.071314485,-8.346282104,-9.759537589,-11.07569771,-12.07311544,-12.5865337,-12.47684315,-11.89296183,-11.29705322,-11.1609187,-11.77411808,-13.21277832,-14.80047974,-14.35796091,-11.9421391,-9.662155423,-8.108759404,-7.212414954,-6.817217564,-6.777316386,-6.9483045,-7.183443093,-7.299070353,-7.134233062,-6.672839897,-6.088819255,-5.631719296,-5.487749196,-5.76729548,-6.5324248,-7.808392232,-9.590857433,-11.82017669,-14.32409337,-16.8371202,-18.94481834,-19.0114649,-15.79343995,-11.80801346,-8.413191093,-5.72046482,-3.611559526,-1.965826342,-0.673684311,0.357489995,1.195211038,1.89745382,2.473764885,2.918309976,3.24069437,3.435064679,3.520592925,3.527642244,3.498910313,3.458919929,3.418899021,3.348063092,3.209348438,2.971741245,2.609783898,2.133677199,1.549223418,0.889533996,0.151953931,-0.694233882,-1.72171311,-3.035024642,-4.768458395,-7.101220717,-10.31724337,-14.89900494,-20.61481807,-19.83932957,-16.15365716,-13.89101142,-12.39464344,-11.03352505,-9.539615022,-7.993905569,-6.607973745,-5.535105627,-4.836611823,-4.513639903,-4.526894637,-4.811136327,-5.261340043,-5.738695038,-6.100202473,-6.243035526,-6.160210377,-5.928732612,-5.665591589,-5.487682786,-5.508960639,-5.82409814,-6.540059138,-7.781841547,-9.732822518,-12.68550437,-16.79844717
154,-16.79795738,-18.4556973,-14.8354896,-11.54617858,-9.341720213,-7.884776142,-6.936489092,-6.345592573,-6.009383345,-5.843278026,-5.759169161,-5.661419543,-5.471424047,-5.186093731,-4.879595808,-4.670746788,-4.680138918,-4.989787299,-5.642407561,-6.612804628,-7.765602363,-8.822738773,-9.484158988,-9.79645807,-10.17472912,-11.11933797,-13.12725768,-16.71537394,-19.24088445,-14.63197637,-10.32915607,-7.450134767,-5.459455022,-3.984643231,-2.773078274,-1.671447944,-0.625486173,0.340581584,1.171151584,1.831169066,2.320073148,2.674987438,2.955662949,3.213862554,3.480304676,3.734365917,3.931768975,4.026233698,3.983369351,3.810375298,3.518685026,3.13628642,2.677228008,2.127534961,1.449194936,0.583135523,-0.52136749,-1.904422927,-3.578851054,-5.52354982,-7.690979951,-10.08695268,-12.90009073,-16.49836441,-19.47797273,-16.704826,-12.78921693,-10.11920467,-8.486114196,-7.61509163,-7.291933455,-7.305760182,-7.420715108,-7.407787393,-7.132948702,-6.639622078,-6.082714174,-5.637794687,-5.441081302,-5.585762421,-6.11836707,-7.040041664,-8.278988061,-9.680855349,-11.02150768,-12.05745382,-12.57652579,-12.4557463,-11.87230707,-11.29710836,-11.16023649,-11.73952045,-13.09578522,-14.61060935,-14.3045327,-12.05278959,-9.804738302,-8.228227523,-7.291021582,-6.852497751,-6.768247159,-6.900500039,-7.109625494,-7.223726004,-7.081021702,-6.661761448,-6.116004063,-5.676439913,-5.526621573,-5.786178563,-6.516190133,-7.752987341,-9.503694881,-11.72851615,-14.29722918,-16.9571133,-19.13352925,-18.96024819,-15.62556046,-11.69889366,-8.360849664,-5.697825608,-3.601947813,-1.958338612,-0.6651635,0.364995136,1.20086918,1.895213975,2.463755384,2.914334963,3.234361353,3.431223754,3.524653426,3.533008495,3.503883448,3.462385118,3.414530578,3.337398766,3.19944706,2.958205828,2.596339835,2.116502139,1.534093559,0.875905548,0.128865442,-0.724003503,-1.756201655,-3.073119941,-4.80636192,-7.143439239,-10.36820253,-14.973825,-20.71380303,-19.81021438,-16.11820622,-13.88096534,-12.41138169,-11.07383531,-9.583738167,-8.026207661,-6.629237948,-5.546083817,-4.837830469,-4.508027801,-4.518766688,-4.800184727,-5.246458041,-5.719837468,-6.07399947,-6.206629493,-6.115934667,-5.880533413,-5.619244024,-5.44849545,-5.478580831,-5.807065975,-6.536487062,-7.79016119,-9.758035089,-12.72011777,-16.79795738
